Category,Date,Review Text,Score,Year,New Score
France,2017-04-01,Easy to get around,5.0,2017,2
France,2017-04-01,Great,5.0,2017,2
France,2017-04-01,Simple and great,5.0,2017,2
France,2017-04-01,Getting between train stations in downtown is a maze,3.0,2017,2
France,2017-04-01,Easy and convienent,5.0,2017,2
France,2017-04-01,Boston could learn a thing or two from those who run the Metro,5.0,2017,2
France,2017-04-01,Travel daily,5.0,2017,2
France,2017-04-01,Makes London Underground appear spacious,3.0,2017,2
France,2017-03-01,Easy to use and an inexpensive way of getting around the city,5.0,2017,2
France,2017-04-01,Great way to get around Paris,5.0,2017,2
France,2017-04-01,"Efficient, cheap but be very wary.",5.0,2017,2
France,2017-04-01,Fast and efficient,5.0,2017,2
France,2017-04-01,Easy and efficient,5.0,2017,2
France,2017-04-01,"Efficient, but BEWARE!",3.0,2017,2
France,2017-04-01,As easy as the london underground,5.0,2017,2
France,2016-11-01,make sure you know where to go as no help available.,1.0,2016,2
France,2017-04-01,The best way to navigate the city!,5.0,2017,2
France,2017-04-01,Metro Paris 4/2017,5.0,2017,2
France,2017-04-01,"€3.30 for zone 1,2 all day pass",5.0,2017,2
France,2017-04-01,Transportation,5.0,2017,2
France,2017-04-01,Ask for a Navigo Decouverte for a cheap ticket,5.0,2017,2
France,2017-04-01,Smart & Reliable,5.0,2017,2
France,2017-04-01,Easy to Use,5.0,2017,2
France,2017-03-01,"Easy, fast, and logical.",5.0,2017,2
France,2017-03-01,Great to get around - but beware of pickpockets,5.0,2017,2
France,2017-04-01,Eeks,1.0,2017,0
France,2017-03-01,Efficient public transportation system,5.0,2017,2
France,2017-03-01,"If you buy a single-ride ticket, keep it until you exit the Metro",5.0,2017,2
France,2017-03-01,Pickpockets very smart,3.0,2017,2
France,2017-03-01,Carnet,3.0,2017,2
France,2017-03-01,A Few tips to Using the Paris Metro,5.0,2017,2
France,2017-02-01,"Reliable, frequent,",5.0,2017,2
France,2017-02-01,Awesome,5.0,2017,2
France,2017-03-01,Day passes seem to be the way to go,5.0,2017,2
France,2017-03-01,Beware of Pick pockets!!,5.0,2017,0
France,2016-11-01,World Class,5.0,2016,2
France,2017-03-01,A most impressive boring place!,5.0,2017,2
France,2017-03-01,Penalty Fare,5.0,2017,2
France,2016-05-01,Ummm...,3.0,2016,2
France,2017-02-01,Attention to pickpockets,3.0,2017,0
France,2017-02-01,3 day pass,5.0,2017,2
France,2016-12-01,"Easy, simple, frequent & fast",5.0,2016,2
France,2017-02-01,One of the Best,5.0,2017,2
France,2017-02-01,"When it works, it's the only way to get around Paris",5.0,2017,2
France,2016-11-01,Good way of transport...,3.0,2016,2
France,2017-01-01,"Fantastic public transport system, far cheaper with a Navigo card.",5.0,2017,2
France,2017-02-01,Good,5.0,2017,2
France,2016-07-01,"An awesome metro system, the only thing you'll need to get around Paris",5.0,2016,2
France,2017-02-01,does the job:),5.0,2017,2
France,2016-07-01,A good Metro system.,5.0,2016,2
France,2017-02-01,Easy to use & cheap,5.0,2017,2
France,2017-02-01,Easy to use,5.0,2017,2
France,2017-02-01,Easy to use but never felt that safe,1.0,2017,2
France,2017-01-01,Great value for money,5.0,2017,2
France,2017-01-01,Not the best example of a metro system,1.0,2017,2
France,2017-01-01,Great Service EASY,5.0,2017,2
France,2017-01-01,Convenient but travel after/before rush hours,3.0,2017,2
France,2017-01-01,Unsafe and Unorganised,1.0,2017,0
France,2016-09-01,Totally Lost,1.0,2016,0
France,2016-10-01,Metro is main circulation in Paris,5.0,2016,2
France,2016-07-01,"Nice transportation system, but be careful!!",5.0,2016,2
France,2016-10-01,Efficient,5.0,2016,2
France,2016-02-01,Metro de Paris,5.0,2016,2
France,2016-02-01,Pathetic experience,1.0,2016,0
France,2016-11-01,One of the best ways to roam around in Paris,5.0,2016,2
France,2016-12-01,Excellence in public transportation,5.0,2016,2
France,2017-01-01,wish every metro would be like this,5.0,2017,2
France,2017-01-01,THE BEST,5.0,2017,2
France,2016-10-01,Metro east to use,5.0,2016,2
France,2016-07-01,One of the best,5.0,2016,2
France,2016-03-01,"So easy, quick, and efficient",5.0,2016,2
France,2016-11-01,Easy and Quick!,5.0,2016,2
France,2016-12-01,Easy way to get around,3.0,2016,2
France,2017-01-01,A bit to get your head around!,5.0,2017,2
France,2016-12-01,a great metro system,5.0,2016,2
France,2016-12-01,How to travel in Paris,5.0,2016,2
France,2016-06-01,Beware Pickpockets,1.0,2016,0
France,2016-01-01,Good transportation system to get around Paris and beyond,5.0,2016,2
France,2016-12-01,Complicated but not impossible,3.0,2016,0
France,2016-12-01,You must go to louvre revolution station,3.0,2016,2
France,2016-12-01,Guide for getting a Navigo Decouverte,5.0,2016,2
France,2016-01-01,Way cheaper than the London tube and very convenient,5.0,2016,2
France,2016-12-01,Brilliant easy to use transport system,5.0,2016,2
France,2016-12-01,quick and easy way around and across Paris,5.0,2016,2
France,2016-11-01,Easiest way to get around Paris,5.0,2016,2
France,2016-12-01,Day trip to Paris,1.0,2016,2
France,2016-12-01,Beware pickpockets targeting English speaking tourists,5.0,2016,0
France,2016-12-01,ZERO stars,1.0,2016,0
France,2016-11-01,"So Confusing, But Convenient When You Figure It Out",1.0,2016,2
France,2016-02-01,PARIS METRO PLUS,5.0,2016,2
France,2016-09-01,Best way to discover Paris,5.0,2016,2
France,2016-11-01,"Safe, efficient if you use your head",5.0,2016,2
France,2016-11-01,Clean and reliable but keep your wallet etc out of sight!!,5.0,2016,2
France,2016-11-01,The ONLY way to visit Paris,5.0,2016,2
France,2016-10-01,Cost-effective and convenient,5.0,2016,2
France,2016-11-01,Great service but you need your wits about you,3.0,2016,2
France,2016-11-01,The best way to move around,5.0,2016,2
France,2016-10-01,line 1 is very good,5.0,2016,2
France,2016-11-01,Transportation Paris,5.0,2016,2
France,2016-09-01,Paris Metro,5.0,2016,2
France,2016-07-01,Best way to commute in Paris,5.0,2016,2
France,2015-11-01,Breathe the air of Paris underground,5.0,2015,2
France,2015-11-01,Legendary metro system,5.0,2015,2
France,2016-09-01,Get around Paris like the locals do.,5.0,2016,2
France,2016-10-01,best way to get around in town (and into town from the airport),3.0,2016,2
France,2016-09-01,Excellent way to get about,5.0,2016,2
France,2016-10-01,Great service,5.0,2016,2
France,2016-10-01,PARIS NAVIGO 5 DAYS! Remember YOUR PHOTO or you get fined!,1.0,2016,2
France,2016-10-01,Girls day out,5.0,2016,2
France,2016-09-01,Manageable and Precise,5.0,2016,0
France,2016-10-01,Quick and easy,5.0,2016,2
France,2016-09-01,Highly Recommended,5.0,2016,2
France,2016-10-01,Vacation,5.0,2016,2
France,2016-10-01,One day pass,1.0,2016,2
France,2015-11-01,Best to avoid unless you're so adventurous,3.0,2015,2
France,2016-09-01,good but....,5.0,2016,2
France,2016-09-01,Less than clean trains with metro cop shakedown,1.0,2016,0
France,2016-10-01,"Reasonable, fast and well marked",5.0,2016,2
France,2016-07-01,Not so great,3.0,2016,2
France,2016-09-01,One of the World's Best,5.0,2016,2
France,2016-09-01,Buy the navigo metro pass,5.0,2016,2
France,2016-10-01,Be very aware,3.0,2016,2
France,2016-10-01,"Super clean , safe but .... bad experience with",1.0,2016,2
France,2016-10-01,confusing,1.0,2016,2
France,2016-10-01,Nice way to get around the city - I like the day pass,5.0,2016,2
France,2016-05-01,Super efficient and easy to navigate. Save money with the weekly metro card,5.0,2016,2
France,2016-10-01,Great Way to Get Around,5.0,2016,2
France,2016-09-01,Fabulous inexpensive and Safe Mode of Transportation in Paris,5.0,2016,2
France,2016-05-01,Best way to get around,5.0,2016,2
France,2016-09-01,Adequate form of transport,3.0,2016,2
France,2016-09-01,NO PROBLEMS,5.0,2016,2
France,2016-09-01,World class transport system,5.0,2016,2
France,2016-09-01,With Small Children,5.0,2016,2
France,2016-09-01,Poor service!,1.0,2016,0
France,2016-09-01,Clean & comfortable,5.0,2016,2
France,2016-09-01,"Be careful, Someone stole my passport in Metro!",3.0,2016,1
France,2016-09-01,The best way to get around paris,5.0,2016,2
France,2016-09-01,Easy and effective means of getting around,5.0,2016,2
France,2016-09-01,So easy to get around,5.0,2016,2
France,2016-08-01,"Fast, easy and inexpensive",5.0,2016,2
France,2016-06-01,Absolutely a great way to get around the city.,5.0,2016,2
France,2016-08-01,A Great Transport System,5.0,2016,2
France,2016-07-01,"Some line doesnt look modern , easy way to go arround",3.0,2016,2
France,2016-09-01,In a Hurry?.,5.0,2016,2
France,2016-09-01,Something a little different enriches your experience!,5.0,2016,0
France,2016-07-01,So easy to use,5.0,2016,2
France,2016-08-01,PICK POCKETS ARE RUNNING WILD,5.0,2016,0
France,2015-10-01,"Avoid traffic congestion, travel underground",5.0,2015,2
France,2016-09-01,Do not discard your ticket,5.0,2016,0
France,2016-04-01,Easy to navigate,5.0,2016,2
France,2016-08-01,My first time,5.0,2016,2
France,2016-08-01,An experience,1.0,2016,0
France,2016-09-01,Fantastic,5.0,2016,2
France,2016-09-01,Great way to get around!,5.0,2016,2
France,2016-09-01,Efficient,5.0,2016,2
France,2016-09-01,Really Easy,5.0,2016,2
France,2016-06-01,"Tourists, get carnet!!!",5.0,2016,2
France,2015-12-01,follow the footprints....,5.0,2015,2
France,2016-08-01,Good way to move in Paris,5.0,2016,2
France,2016-08-01,Best Public Transport,5.0,2016,2
France,2016-08-01,best way of getting around Paris,5.0,2016,2
France,2016-08-01,the best way to travel,5.0,2016,2
France,2016-05-01,BeWARE and careful,5.0,2016,0
France,2016-08-01,Navigo metro pass to save money,5.0,2016,2
France,2016-08-01,Pick pocket,1.0,2016,0
France,2016-08-01,Stations to look out for,5.0,2016,2
France,2016-08-01,Irreplaceable on a visit to Paris,5.0,2016,2
France,2016-08-01,None better,5.0,2016,2
France,2016-08-01,It's the only way to get around,5.0,2016,2
France,2016-05-01,not the best trains,3.0,2016,2
France,2016-08-01,Watch out there are lots of thieves about,1.0,2016,0
France,2016-08-01,PARIS metro,1.0,2016,2
France,2016-08-01,Fabulous,5.0,2016,2
France,2016-08-01,Efficient and good service,5.0,2016,2
France,2016-08-01,Very organized!,5.0,2016,2
France,2016-08-01,NextStop paris app is must to have,5.0,2016,2
France,2016-07-01,Pickpockets!,1.0,2016,2
France,2016-08-01,Fines!!,1.0,2016,0
France,2016-06-01,Solo mom underground in Paris,5.0,2016,2
France,2016-07-01,Do as the French do,5.0,2016,2
France,2016-07-01,Taken advantage of by Paris Metro Police,3.0,2016,0
France,2016-08-01,Used one day passes to go everywhere! Awesome!,5.0,2016,2
France,2016-07-01,Pickpockets and metro police!!,5.0,2016,0
France,2016-08-01,Easy to navigate,5.0,2016,2
France,2016-07-01,Frequent and went everywhere we needed,5.0,2016,2
France,2016-03-01,The Metro:the best way to get around,5.0,2016,2
France,2016-07-01,Amazing System - Try Navigo Decouverte Pass,5.0,2016,2
France,2016-07-01,Couldn't have done the vacation without it,5.0,2016,2
France,2015-08-01,best,5.0,2015,2
France,2016-07-01,Very useful and somewhat clean,5.0,2016,2
France,2016-07-01,Excellent,5.0,2016,2
France,2016-07-01,Very simple and easy way to get around,5.0,2016,2
France,2016-07-01,"Convenient and works well, but too many steps!",5.0,2016,2
France,2016-07-01,"Dirty, dark, scary.",1.0,2016,0
France,2016-07-01,Cheap and easy to navigate but lots of stairs,3.0,2016,2
France,2015-12-01,Cheap and highly efficient,5.0,2015,2
France,2016-07-01,Going Underground!,5.0,2016,2
France,2016-07-01,Metro will save you money until you are robbed,1.0,2016,2
France,2016-06-01,The metro,5.0,2016,2
France,2016-07-01,Great system but Uber became my preferred method of travel,5.0,2016,2
France,2016-07-01,Great way to travel in the city of Paris,5.0,2016,2
France,2016-07-01,Quick trips for a family of 4,5.0,2016,2
France,2016-07-01,Best way to get around,5.0,2016,2
France,2016-07-01,Beware scam at metro station where staff appear to be part of con .,3.0,2016,0
France,2016-07-01,"Cheap, Timely, Accessible",3.0,2016,2
France,2016-07-01,From Charles de Gaulle into Gare Du Lyon/Gare du Lyon to Champs Elysees,3.0,2016,1
France,2016-06-01,"In hindsight, walk or Uber",1.0,2016,1
France,2016-03-01,The trains were on time and not crowded -- loved it!,5.0,2016,2
France,2016-07-01,Not very wheelchair accessible,3.0,2016,2
France,2016-07-01,Excellent way to easily get around Paris,5.0,2016,2
France,2016-07-01,Brilliant,5.0,2016,2
France,2016-06-01,Easy transport,5.0,2016,2
France,2015-08-01,Public Transportation,5.0,2015,2
France,2016-07-01,Great way to get around but KEEP YOUR TICKET until you exit!!!!!,5.0,2016,2
France,2016-06-01,Convenient but not always user friendly,5.0,2016,2
France,2016-06-01,Efficient and Easy to Navigate,5.0,2016,2
France,2016-07-01,"Excellent, efficient & cheap metro system",5.0,2016,2
France,2016-07-01,Very unsafe,1.0,2016,0
France,2016-06-01,"If I can help one person with my story, it was worth the loss",5.0,2016,2
France,2016-06-01,Filty Paris metro warrants cab usage,1.0,2016,0
France,2016-07-01,Thieves and poor signage,3.0,2016,0
France,2016-06-01,simples !,5.0,2016,2
France,2016-06-01,Easy to Navigate,5.0,2016,2
France,2016-06-01,Don't be intimidated,3.0,2016,2
France,2016-06-01,Easy to navigate,5.0,2016,2
France,2016-06-01,a great way to get around paris,5.0,2016,2
France,2016-06-01,Very Efficient In Many Ways Dealing With Pickpockets,5.0,2016,2
France,2016-06-01,Great way to get around Paris economically,5.0,2016,2
France,2016-03-01,Robbed by Paris Metro agents,1.0,2016,0
France,2015-11-01,Riding the Paris Metro,3.0,2015,2
France,2016-06-01,Designed to target tourists,1.0,2016,0
France,2016-06-01,Good system,5.0,2016,2
France,2016-06-01,Garbage everywhere!!!!!,1.0,2016,2
France,2016-06-01,User beware,1.0,2016,0
France,2015-12-01,Great system not so great people,5.0,2015,2
France,2016-05-01,Multi day pass is the way to travel!,5.0,2016,2
France,2016-06-01,It is great.,5.0,2016,2
France,2016-05-01,Efficient Travel Alternative,5.0,2016,2
France,2016-01-01,There were feces on the metro...,3.0,2016,2
France,2016-06-01,Only Way to See Paris,5.0,2016,2
France,2016-05-01,"Super Easy, Super Convenient!",5.0,2016,2
France,2016-05-01,Watch out to get the right tickets from the ticket vending machines,3.0,2016,2
France,2016-05-01,Get to know the Metro System.,5.0,2016,2
France,2016-05-01,Efficient but vicious gates,5.0,2016,2
France,2016-06-01,"Easy, fast and comfortable way to get around Paris",5.0,2016,2
France,2015-09-01,The best way to go around Paris,5.0,2015,2
France,2016-05-01,Old as you can imagine,3.0,2016,1
France,2016-05-01,Get a day ticket,5.0,2016,2
France,2015-08-01,Best way to get around Paris,5.0,2015,2
France,2016-05-01,Extensive network,5.0,2016,2
France,2016-05-01,Racket!,1.0,2016,0
France,2016-05-01,"Convenient, Easy and Very Useful!",5.0,2016,2
France,2016-05-01,A great way to get around Paris quickly,5.0,2016,2
France,2016-04-01,It's Public Transportation Already,5.0,2016,2
France,2016-04-01,Guard Yourself At The Gare Du Nord,1.0,2016,0
France,2016-03-01,Hate it,1.0,2016,0
France,2016-05-01,Super Convenient,5.0,2016,2
France,2015-06-01,Glorious!,5.0,2015,2
France,2016-05-01,"Cheap, well sign-posted, almost no waiting",5.0,2016,2
France,2016-05-01,Paris Navigo,5.0,2016,2
France,2016-05-01,Cheap but confusing!,5.0,2016,2
France,2016-05-01,"Visit Paris by Metro (You need this app, by the way is free...)",5.0,2016,2
France,2016-05-01,Always been good,5.0,2016,2
France,2016-02-01,Best way to get around Paris but…,3.0,2016,2
France,2016-04-01,Meet Paris!,5.0,2016,2
France,2016-04-01,Metro Pass well worth it!,5.0,2016,2
France,2016-04-01,"Well organized transportation, Beware of pickpockets!",5.0,2016,2
France,2016-04-01,Subway police scam,5.0,2016,0
France,2015-08-01,"Dirty, unsafe",1.0,2015,0
France,2016-04-01,Convenient but beware pickpockets !!,5.0,2016,2
France,2016-04-01,Top Rate Transportation,5.0,2016,2
France,2016-03-01,Best Way to Navigate Paris,5.0,2016,2
France,2016-04-01,Be aware,1.0,2016,2
France,2016-04-01,The best way to get sound Paris...,5.0,2016,2
France,2015-12-01,Brilliant way to zip around Paris!,5.0,2015,2
France,2015-12-01,Quite intmidating,3.0,2015,1
France,2016-04-01,Get the RATP app !!,5.0,2016,2
France,2016-04-01,Easy to navigate,5.0,2016,2
France,2016-04-01,Tolerable,3.0,2016,2
France,2016-04-01,Disappointment,1.0,2016,0
France,2015-07-01,It's busy!,3.0,2015,2
France,2016-04-01,Must see,5.0,2016,2
France,2016-03-01,Such a great transport system,5.0,2016,2
France,2015-08-01,Only A Quick Trip On The Paris Metro,5.0,2015,2
France,2016-04-01,A very practical way to visit Paris,5.0,2016,2
France,2015-12-01,Best mode of transportation,5.0,2015,2
France,2016-03-01,Only way to get everywhere,5.0,2016,2
France,2016-03-01,"Excellent way to get around town, but not disability-friendly or with baby stroller",5.0,2016,2
France,2015-07-01,The best mode of transport in Paris,5.0,2015,2
France,2016-04-01,Easy way to get around,5.0,2016,2
France,2016-03-01,"Dingy, with some dodgy characters. Not ideal for whellchair or Prams.",1.0,2016,0
France,2016-02-01,top value = carnet,5.0,2016,2
France,2016-03-01,Fast and convenient,5.0,2016,2
France,2016-03-01,Avarage,3.0,2016,2
France,2015-05-01,"Easy to Navigate, Many Stops Near Tourist Sites",5.0,2015,2
France,2016-03-01,Too many stairs & old stations,1.0,2016,0
France,2016-03-01,Very user friendly,5.0,2016,2
France,2016-03-01,Efficient but dirty,3.0,2016,2
France,2016-03-01,Bad experience...,1.0,2016,0
France,2016-02-01,Paris metro,5.0,2016,2
France,2016-03-01,Be very careful,5.0,2016,2
France,2016-03-01,Runs laye,5.0,2016,2
France,2016-03-01,A quick and inexpensive way to get to De Gaul Airport!,5.0,2016,2
France,2016-03-01,Bad attitudes towards visitors!,1.0,2016,0
France,2016-03-01,Ticket confusion,5.0,2016,2
France,2015-06-01,ok if you're in a hurry,3.0,2015,1
France,2016-02-01,Easy to get around but do your homework!,5.0,2016,2
France,2015-06-01,Quick travel,3.0,2015,2
France,2016-03-01,Navigo Decouverte was a savings and a convenience,5.0,2016,2
France,2016-03-01,A modern efficient transport system,5.0,2016,2
France,2015-10-01,"Dirty and dim, but no major problems",3.0,2015,1
France,2016-03-01,Ripped off by Paris Metro Police,1.0,2016,0
France,2015-06-01,The best.,5.0,2015,2
France,2016-02-01,Great transportation system.,5.0,2016,2
France,2015-04-01,"Very comprehensive, easy to use metro",5.0,2015,2
France,2015-12-01,RATP - The Only Way to Get Around Paris - IF YOU HAVE THE APP!,5.0,2015,2
France,2016-03-01,Super convenience!,5.0,2016,2
France,2015-08-01,Beautiful Views When Traveling to Eiffel from International Airport,5.0,2015,2
France,2016-02-01,best way to get around`,5.0,2016,2
France,2015-07-01,Woderful way of transportation.,5.0,2015,2
France,2015-12-01,Cheap and easy to get around.,5.0,2015,2
France,2016-01-01,Efficient and Cheap,5.0,2016,2
France,2016-01-01,Excellent transport system,5.0,2016,2
France,2016-02-01,"Buy a visit Paris ticket for Metro, RER and buses",5.0,2016,2
France,2016-02-01,Fantastic transport system...but not disability friendly,5.0,2016,2
France,2016-02-01,Good service,5.0,2016,2
France,2016-02-01,Best way to get around the city,3.0,2016,2
France,2015-08-01,The best way to get around,5.0,2015,2
France,2016-02-01,Fantastic way to travel.,5.0,2016,2
France,2015-07-01,Convenient and Affordable,5.0,2015,2
France,2015-06-01,Getting better all the time.,5.0,2015,2
France,2016-01-01,Nightmare Signage,1.0,2016,0
France,2015-08-01,Great place,5.0,2015,2
France,2015-05-01,Filthy and not disabled friendly,1.0,2015,0
France,2016-01-01,50th birthday weekend,5.0,2016,2
France,2016-01-01,Only if necessary,1.0,2016,2
France,2015-12-01,great transportation but lousy customer service,5.0,2015,2
France,2016-01-01,GREAT TRANSPORTATION SYSTEM,5.0,2016,2
France,2015-12-01,Accesible,5.0,2015,2
France,2016-01-01,Efficient and easy to navigate.,5.0,2016,2
France,2015-08-01,Great except for no lifts.,5.0,2015,2
France,2016-01-01,Excellent way to get around in Paris,5.0,2016,2
France,2015-10-01,Gettin there,5.0,2015,2
France,2015-12-01,"Very convenient and frequent yet can be dirty, crowded and watch your possessions.",5.0,2015,2
France,2015-12-01,Pluses and Minuses,5.0,2015,2
France,2015-03-01,Go everywhere,5.0,2015,2
France,2015-12-01,We had no problems on the Paris Metro!,5.0,2015,2
France,2015-12-01,Easy to Use Even if You Don't Speak French,5.0,2015,2
France,2015-11-01,Fast and Best,5.0,2015,2
France,2015-12-01,Thanks for the Memories Paris Metro,5.0,2015,2
France,2015-02-01,Best way to travel in Paris,3.0,2015,2
France,2015-12-01,Getting place to place quickly,5.0,2015,2
France,2015-11-01,Efficient and Reliable,5.0,2015,2
France,2015-07-01,Impressive Transportation System,5.0,2015,2
France,2015-12-01,so easy to get around using,5.0,2015,2
France,2015-05-01,Easy when you know how,5.0,2015,2
France,2015-12-01,Quieter than before,5.0,2015,2
France,2015-08-01,Well kept subway system,5.0,2015,2
France,2015-09-01,Easy to use translort,5.0,2015,2
France,2015-12-01,BEWARE--Subway police thugs,3.0,2015,0
France,2015-10-01,Great way to get around.,5.0,2015,2
France,2015-11-01,What an Efficient Metro for Safe Tourist Travel,5.0,2015,2
France,2015-04-01,"Stations are not art objects, but Metro is usefull.",5.0,2015,2
France,2015-11-01,Great way to get around but avoid if you can't manage stairs,3.0,2015,2
France,2015-11-01,Convenient and user friendly system,5.0,2015,2
France,2015-09-01,Amazing metro system,5.0,2015,2
France,2014-12-01,A great transport system,5.0,2014,2
France,2015-11-01,"Pickpocket heaven, lack of security !!",1.0,2015,0
France,2015-10-01,I love the Parisian Metro!,5.0,2015,2
France,2015-07-01,Cheap but not the best,1.0,2015,2
France,2015-10-01,As Good As London Underground,5.0,2015,2
France,2015-10-01,Great transport system,5.0,2015,2
France,2015-10-01,Connects the breadth of the city. Cheap mode of transport,3.0,2015,2
France,2015-01-01,Metro in Paris,5.0,2015,2
France,2015-11-01,Beware of pickpocketing,3.0,2015,0
France,2015-10-01,Convenient and Wide-ranging,5.0,2015,2
France,2015-10-01,Well connected Line but beware of pick pockets,3.0,2015,0
France,2015-10-01,Great to use but be careful,3.0,2015,2
France,2015-10-01,Good!,5.0,2015,2
France,2015-10-01,Easy to use,5.0,2015,2
France,2015-06-01,Be careful during rush hour!,5.0,2015,1
France,2015-10-01,Paris Metro Ticket Warning Scam By Rude Metro Officials,1.0,2015,0
France,2015-10-01,Vry good transportation,5.0,2015,2
France,2015-06-01,"Go, Go Metro",5.0,2015,2
France,2015-10-01,Easy,5.0,2015,2
France,2015-10-01,One of the best metro system,5.0,2015,2
France,2014-11-01,Love the Metro ....,5.0,2014,2
France,2015-10-01,The best I experienced,5.0,2015,2
France,2015-10-01,Amazing,5.0,2015,2
France,2015-10-01,Useful and cleaner then before,5.0,2015,2
France,2015-09-01,Keep your ticket until you exit the station!,5.0,2015,0
France,2015-10-01,Great way of transportation,3.0,2015,2
France,2015-10-01,Cheap and easy to use,5.0,2015,2
France,2015-10-01,The trains in Paris.,5.0,2015,2
France,2015-10-01,"Not welcoming and unacceptable service, unreliable information.",1.0,2015,0
France,2015-09-01,No train driver ~ What next?,5.0,2015,2
France,2015-10-01,Great Experience,5.0,2015,2
France,2015-10-01,Awful.,1.0,2015,0
France,2015-03-01,Very extensive and efficient.,5.0,2015,2
France,2015-09-01,Don't be afraid!,5.0,2015,2
France,2015-10-01,"Don't Be Afraid, It's Easy",5.0,2015,2
France,2015-09-01,"Easy to use, the best way to see a lot of Paris.",5.0,2015,2
France,2015-04-01,Easy to navigate,5.0,2015,2
France,2015-10-01,"The metro of paris, best way to get around fast!",5.0,2015,2
France,2015-10-01,Efficient,5.0,2015,2
France,2015-09-01,The best way to get around,5.0,2015,2
France,2015-09-01,"Safe, easy & cheap way to travel around Paris",5.0,2015,2
France,2015-04-01,Surprisingly Efficient!,5.0,2015,2
France,2014-10-01,Gets you where you need to go,5.0,2014,2
France,2015-08-01,"The Only Way to Get Around Paris-Use ""Visit Paris By Metro App""",5.0,2015,2
France,2015-09-01,Cheap travel around City of Paris,5.0,2015,2
France,2015-08-01,Fast and easy,5.0,2015,2
France,2015-09-01,Saves a lot of time.,5.0,2015,2
France,2015-05-01,Paris Metro - no probs,5.0,2015,2
France,2015-09-01,Very convenient,5.0,2015,2
France,2015-09-01,Great way to travel 👍🏻,5.0,2015,2
France,2015-08-01,Fantastic travel system,5.0,2015,2
France,2015-08-01,The only way to see paris,5.0,2015,2
France,2015-09-01,Very easy to use for a first-time visitor,5.0,2015,2
France,2015-09-01,Paris Metro *Great way to see Paris*,5.0,2015,2
France,2015-09-01,"The best way to get around the city, but you will have to do a lot of walking",5.0,2015,2
France,2015-06-01,Great way to get around this busy city!,5.0,2015,2
France,2015-09-01,Didn't enjoy,1.0,2015,2
France,2015-09-01,The metro is the logical way to get around.,5.0,2015,2
France,2015-09-01,"Fast, easy and best way to see the real Paris",5.0,2015,2
France,2015-09-01,It's a Web in the city,5.0,2015,2
France,2015-09-01,Easy to navigate,5.0,2015,2
France,2015-09-01,Easy,5.0,2015,2
France,2015-09-01,Great cheap way to get around,5.0,2015,2
France,2015-09-01,Top,5.0,2015,2
France,2015-09-01,Great way to travel,5.0,2015,2
France,2015-09-01,Watch ur bag at all times,3.0,2015,1
France,2015-09-01,Easy for a suburban mom and college daughter,5.0,2015,2
France,2015-09-01,"Tourists hop on board , a great way around Paris.",5.0,2015,2
France,2015-08-01,Almost perfect,5.0,2015,2
France,2015-08-01,Great,5.0,2015,2
France,2015-09-01,The way to get around in Paris,5.0,2015,2
France,2015-09-01,Bad for push chairs and disability access,1.0,2015,1
France,2015-08-01,Forced to purchase return tickets,3.0,2015,1
France,2015-09-01,"Easy, convenient and definitely the way to travel in paris",5.0,2015,2
France,2015-08-01,spider web like convenience,3.0,2015,2
France,2015-08-01,Convenient and easy to navigate but can be very dirty,3.0,2015,2
France,2015-08-01,Clean & Easy,5.0,2015,2
France,2015-08-01,Plan ahead!,3.0,2015,2
France,2015-08-01,Very easy to use,5.0,2015,2
France,2015-08-01,"Be Brave! Try the Metro, RER, or Bus System in Paris! It's Easy!",5.0,2015,2
France,2015-08-01,Efficient,5.0,2015,2
France,2015-08-01,Dogs on Paris metro,5.0,2015,2
France,2015-08-01,Easy to use,5.0,2015,2
France,2015-08-01,Efficient and inexpensive,3.0,2015,2
France,2015-08-01,The best and quickest way to get around Paris,5.0,2015,2
France,2015-07-01,What a buzz!,5.0,2015,2
France,2015-08-01,Best way to travel in Paris.,5.0,2015,2
France,2015-07-01,Do your Research,5.0,2015,2
France,2015-08-01,The metro is easy to use and well set up,5.0,2015,2
France,2015-08-01,Good price,3.0,2015,2
France,2015-07-01,A Great Way to Get Around,5.0,2015,2
France,2015-08-01,Two stars only for convenience,1.0,2015,2
France,2015-05-01,Best in Europe,5.0,2015,2
France,2015-08-01,Not a regular choice of transport i'd use,1.0,2015,2
France,2015-08-01,Runs well but it's dirty and smelly,1.0,2015,0
France,2014-09-01,"Cheap, Safe and Entertaining",5.0,2014,2
France,2015-05-01,Old and Dirty,3.0,2015,1
France,2015-07-01,Excellent but be aware!!,5.0,2015,2
France,2015-08-01,A great way to travel round parus,5.0,2015,2
France,2015-08-01,Not the Paris I rememebered,1.0,2015,2
France,2015-05-01,Next Stop to Everywhere!,5.0,2015,2
France,2015-07-01,Crook Mover,1.0,2015,0
France,2015-07-01,great way to get about.,5.0,2015,2
France,2015-07-01,Paris Metro,5.0,2015,2
France,2015-07-01,Line 9 is nicer than most Paris metro lines,5.0,2015,2
France,2015-07-01,Beware of the check points,1.0,2015,0
France,2015-07-01,Better than average subway system,5.0,2015,2
France,2015-05-01,A Great Way To Get Around Paris!,5.0,2015,2
France,2015-07-01,Very easy to get anywhere,5.0,2015,2
France,2014-12-01,Quick!,3.0,2014,2
France,2015-07-01,Easy to use as a result of meticulous planning and layout,5.0,2015,2
