Reviewer,Contributions,Score,Review Text,Date
KS Toh,KS Toh,4.0,Convenient but a bit old,2019-01-01
Olga V,Olga V,5.0,Louvre Rivoli station,2019-01-01
TroyA184,TroyA184,4.0,Excellent service but be aware of prices,2019-01-01
Elena Soltanovskaya,Elena Soltanovskaya,3.0,Metro fee,2019-01-01
DaveThomasLeicester,DaveThomasLeicester,5.0,Superb service,2019-01-01
Vasu Singhal,Vasu Singhal,4.0,Excellent connectivity !,2018-12-01
Matt M,Matt M,2.0,Traveler Beware,2019-01-01
Anni L,Anni L,1.0,Rude staff and horrible experience,2019-01-01
Vasw & George,Vasw & George,4.0,The easiest way to navigate around Paris.,2018-12-01
Ewhitaker,Ewhitaker,5.0,Cheap and easy way to get around,2018-12-01
ludor,ludor,4.0,Great way to move around Paris,2018-12-01
Bear H,Bear H,4.0,Rush hour is more fun than you want to experience,2018-12-01
Fouregas,Fouregas,5.0,So far so good on ND and T+ tickets,2018-12-01
Jacques D,Jacques D,5.0,good service,2018-12-01
AlexFromJerusalem,AlexFromJerusalem,5.0,"So easy to use, even if you speak no French at all",2018-12-01
Antony P,Antony P,1.0,Pathetic,2018-12-01
TERRAvelista,TERRAvelista,1.0,Rather bad trains and stations; staff is almost useless and rude,2018-12-01
rama1,rama1,4.0,"Excellent way to get around, but showing its age in places",2018-11-01
257,257,4.0,"Easy, cheap mode to get around",2018-11-01
kevin o,kevin o,5.0,We took control of the city from the underground,2018-11-01
Ramzi Traboulsi,Ramzi Traboulsi,3.0,dissapointing,2018-11-01
kwest206,kwest206,5.0,USE THE METRO!!!,2018-10-01
Sarah N,Sarah N,4.0,"Once you get the hang of it, its brilliant",2018-11-01
treetrippers,treetrippers,4.0,Great way to travel,2018-11-01
liuelle,liuelle,3.0,Almost like the tube,2018-08-01
Marta Botelho,Marta Botelho,5.0,Easy and functional,2018-11-01
tototny@,tototny@,4.0,very useful,2018-11-01
JoeMasseria,JoeMasseria,2.0,Dark ages,2018-11-01
Auster L,Auster L,3.0,Actually Paris Metro was not that bad.,2018-09-01
Lennox,Lennox,2.0,Metro very confusing,2018-10-01
Mick M,Mick M,5.0,Super easy way around Paris (and cheap and convenient!),2018-10-01
fionaburke246,fionaburke246,2.0,Mí-eagrú agus eagla,2018-10-01
karensboy,karensboy,3.0,Metro nightmare,2018-10-01
Сибила М,Сибила М,4.0,Reaching all the landmarks,2018-10-01
Alina2012Bangkok,Alina2012Bangkok,1.0,Rude and unhelpful staff attitude and security poor,2018-10-01
njw666,njw666,4.0,Easy to use but please stop using paper tickets,2018-10-01
SuperTed19,SuperTed19,5.0,Actually Quite Easy,2018-09-01
Pbears25,Pbears25,1.0,Complete waste of time,2018-10-01
Kims2529,Kims2529,2.0,Metro works fine but transit authority questionable,2018-10-01
JAYDenver,JAYDenver,5.0,Still My Main Mode of Transportation!,2018-09-01
Maja9,Maja9,4.0,Cheap and fast!,2018-10-01
Âbdęłā 😎,Âbdęłā 😎,3.0,Pickpocket,2018-10-01
Zoe G,Zoe G,4.0,It's a Metro,2018-10-01
Morrigan Rheged-Armer,Morrigan Rheged-Armer,4.0,Well connected,2018-10-01
CarpeNox,CarpeNox,4.0,Convenient way to avoid the car traffic and move quickly across Paris,2018-09-01
grandpaBoston,grandpaBoston,3.0,easy way to travel,2018-10-01
Dan K,Dan K,3.0,It gets you around,2018-10-01
BlueSky,BlueSky,1.0,Day pass con to trap unsuspecting tourist,2018-10-01
Erich A,Erich A,4.0,Secure,2018-10-01
santo t,santo t,3.0,Love and hate,2018-09-01
Garry,Garry,5.0,Fantastic system,2018-09-01
Kevin H,Kevin H,1.0,Worst service ever,2018-08-01
Jason W,Jason W,1.0,Hate it,2018-10-01
Sky F,Sky F,1.0,Warning! Do not get stuck in the doors,2018-10-01
Dennis P,Dennis P,5.0,FABULOUS WAY TO GET AROUND PARIS,2018-10-01
LizzyLeeton,LizzyLeeton,5.0,Really easy and affordable,2018-08-01
MisterTravels21,MisterTravels21,5.0,Use it again and again and you'll get used to it and save $$$,2018-09-01
ChicaEmery,ChicaEmery,4.0,Easy to follow - Affordable,2018-10-01
Matthew S,Matthew S,3.0,Keep your wits about you. Adventurous way to get about!,2018-10-01
Neil B,Neil B,4.0,Take the Metro or not?,2018-10-01
ingridlr,ingridlr,5.0,DON’T BUY THE MULTI DAY TICKETS!!!! Just get a set of 10.,2018-09-01
jennyj,jennyj,5.0,Best way to get around Paris,2018-09-01
Greg W,Greg W,4.0,Feel like you live in Paris!,2018-10-01
GPhillipsMBE,GPhillipsMBE,4.0,Cheap to use,2018-09-01
shern570,shern570,5.0,Quickest transport in Paris,2018-08-01
David D,David D,4.0,Efficient system...but read the following tips...,2018-08-01
flipflop525,flipflop525,5.0,Very efficient!,2018-09-01
Judith C,Judith C,4.0,Great way to get around Paris cheaply,2018-07-01
Humble Critic,Humble Critic,4.0,One of the best transportation in Paris,2018-09-01
dmc_sheff,dmc_sheff,4.0,Good to get around Paris. Take care with ticketing,2018-09-01
Gaurav S,Gaurav S,4.0,Good way to get around,2018-09-01
Thomas V,Thomas V,5.0,Great Way to Move Around Town,2018-05-01
Cowboy610,Cowboy610,5.0,Easy way to see Paris,2018-08-01
Traveling Taina,Traveling Taina,4.0,Easy-to-Use & Fairly Clean,2018-02-01
Robin_K,Robin_K,5.0,Fast And Effivient,2018-09-01
molod,molod,1.0,Really outraged and poorly managed,2018-08-01
Florence O,Florence O,3.0,Metro Great Food Average,2018-09-01
Nabila f,Nabila f,1.0,Paris visit,2018-09-01
Ken,Ken,4.0,Going Underground,2018-08-01
SoCalOregonian,SoCalOregonian,4.0,GREAT WAY AROUND PARIS,2018-03-01
ronaldlaprade,ronaldlaprade,3.0,smelled,2018-08-01
paulinagg2016,paulinagg2016,3.0,Efficient but be careful,2017-10-01
Shalim R,Shalim R,3.0,Average Trains and service,2018-08-01
David C,David C,3.0,"Old, but seeing improvements",2018-08-01
Derek C,Derek C,4.0,Don’t loose your ticket,2018-08-01
Rena T,Rena T,2.0,Beware of scams,2017-09-01
maximilian wolf... r,maximilian wolf... r,5.0,no stress,2017-12-01
BoardingPass287174,BoardingPass287174,1.0,Keep your ticket!!!,2018-08-01
FrequentFlier623996,FrequentFlier623996,1.0,Tourist Beware,2018-08-01
sue w,sue w,5.0,First time on the Metro,2018-08-01
Hameed K,Hameed K,4.0,Very systematic and on time,2018-08-01
iwells6,iwells6,1.0,Rip off,2018-08-01
Richard S,Richard S,5.0,Essential part of the Paris experience-excellent value travelcard,2018-08-01
HeyNow-Hank,HeyNow-Hank,3.0,Be VERY careful to purchase the CORRECT type of tickets. I mistakenly bought the WRONG ones and was FINED 140 Euros!,2018-08-01
Ryanol L,Ryanol L,2.0,One bad and costly experience,2018-08-01
Ashley D,Ashley D,5.0,Clean and efficient metro,2018-04-01
dudley1959,dudley1959,4.0,Watch out!,2018-08-01
BarryHapkido,BarryHapkido,5.0,A great way to save money!,2018-08-01
Wanderlust,Wanderlust,5.0,City to CDG,2018-08-01
hanna591,hanna591,1.0,Absolutely horrific experience!! Tourists beware,2018-08-01
hafsa p,hafsa p,1.0,Metro in france,2018-08-01
Shottiko,Shottiko,2.0,fast but not comfortable,2018-08-01
lindarobinson123,lindarobinson123,5.0,A good way to get around Paris.,2018-07-01
Phil J,Phil J,5.0,Of all the mass transport systems...,2018-07-01
CLC07,CLC07,4.0,Efficient and Easy to Use,2018-07-01
mj123Uk,mj123Uk,1.0,Stolen wallet,2018-07-01
Queensmot,Queensmot,5.0,Very efficient,2018-08-01
chrismc43,chrismc43,5.0,Great,2018-08-01
Thomas757,Thomas757,3.0,Efficient but crowded,2018-08-01
Flo Rentz,Flo Rentz,2.0,Complete Disaster,2018-07-01
Tan A,Tan A,2.0,Very poor customer service,2018-08-01
SFKSAW,SFKSAW,4.0,Runs on time - can be crowded,2018-07-01
Gavin D,Gavin D,5.0,Excellent service,2018-08-01
nikolek378,nikolek378,1.0,"Organized scam for tourists, avoid at all costs",2018-07-01
Sophie T,Sophie T,4.0,"ZOOOOOMMMMMM, SCREEEEEEECH",2018-08-01
Ken S,Ken S,4.0,Invaluable and well run but could do with a facelift,2018-07-01
michelebt67,michelebt67,5.0,Easy to Use,2018-07-01
MAXIMVS M,MAXIMVS M,4.0,Complex but surprisingly straightforward...,2018-07-01
Alok Nahata,Alok Nahata,4.0,Too good ... if u have map with u,2017-12-01
UOtterTravel,UOtterTravel,5.0,Easy to navigate,2018-07-01
nriemen,nriemen,4.0,EZ to use once you figure it out!,2018-06-01
99rainraingoaway,99rainraingoaway,5.0,Such a great transport system,2018-07-01
Rose Tea,Rose Tea,4.0,Efficient System,2018-07-01
Dawn S,Dawn S,3.0,Can be confusing to begin with,2018-07-01
elindoo,elindoo,4.0,I vacation to ride Metro's,2018-07-01
Kait Z,Kait Z,3.0,Easy Way to see Paris: Beware of Pickpockets,2018-07-01
TheJeffSet,TheJeffSet,1.0,Beware: they scam tourists,2018-07-01
averastravels,averastravels,5.0,Easy way to get around!,2018-07-01
Daniel A,Daniel A,4.0,"Relatively Inexpensive (Relative to other transport in the city, but not compared to other cities)",2018-06-01
Dan K,Dan K,3.0,A quick guide to the Paris Metro,2018-07-01
fadi A,fadi A,3.0,Which metro card to buy,2018-07-01
Deena_dd,Deena_dd,1.0,Nightmare to figure it out,2018-07-01
NiPat5,NiPat5,3.0,Cheap and Easy to Use but Tourists Beware,2018-07-01
TeeBee69,TeeBee69,1.0,"Fined in the Metro, very unreasonable. Basically stealing.",2018-07-01
Ramon Lassi,Ramon Lassi,5.0,"Paris Metro is great, but has it's issues..",2018-07-01
Alessandro J,Alessandro J,1.0,Always Keep Your Ticket !,2018-07-01
alison l,alison l,2.0,Nightmare !,2018-07-01
Jamie A,Jamie A,4.0,Keep your ticket!,2018-07-01
TerryH,TerryH,4.0,Easy to use,2018-07-01
Brian Hemsworth,Brian Hemsworth,4.0,Very Easy To Get Around...Without Speaking French,2018-06-01
Barbra S,Barbra S,4.0,Easy to Use,2018-06-01
Paul W,Paul W,3.0,Warning for travelers on the Paris Metro.,2018-07-01
Emmylou P,Emmylou P,1.0,Ticket inspectors infringments (con or no con),2018-07-01
sicahjes,sicahjes,4.0,Great system inside Paris,2018-06-01
PhilippePRG,PhilippePRG,1.0,horrible conditions - smells badly everywhere,2018-06-01
felix259,felix259,1.0,In dire need of overhaul,2018-05-01
Coleen W,Coleen W,5.0,Clean and Convenient,2018-05-01
ash2105,ash2105,3.0,Need more directions and assistance for outsiders,2018-06-01
D4582ZVamyp,D4582ZVamyp,1.0,Horrible experience,2018-06-01
Kay H,Kay H,3.0,"Inexpensive, Efficient But NOT ADA or Luggage-Friendly; RER Impacted by Strikes",2018-06-01
HAS B,HAS B,2.0,Nostalgia of the old times,2018-06-01
Libertyvillian,Libertyvillian,4.0,Reminds me of Boston’s system,2018-06-01
inspumprn,inspumprn,5.0,Very Easy Mode Of Transpo,2018-06-01
CDBCDB,CDBCDB,5.0,Very Easy to Navigate,2018-06-01
John S,John S,5.0,Riding on the Metro Made My Trip Easy!,2018-06-01
Paul_n_Cris,Paul_n_Cris,3.0,Takes a bit of getting used to,2018-06-01
PF P,PF P,1.0,A perfect transportation system destroyed by the fear of terrorism and the theft of ticjeting,2018-06-01
TheShis,TheShis,3.0,An efficient (yet inaccessible) Metro system.,2018-05-01
Laura M,Laura M,3.0,Beware the Paris transit police,2018-06-01
Ron B,Ron B,2.0,The scourge of pickpockets and penalizing tourists,2018-05-01
Gary S,Gary S,4.0,Easy to get around,2018-06-01
Venera I,Venera I,1.0,"Terrible, narrow gates, no staff, no lifts, do not attempt to come with a pushchair or wheelchair",2018-06-01
RJWR2013,RJWR2013,5.0,Great service at a reasonable price.,2018-06-01
mike y,mike y,2.0,Danger! pickpockets!,2018-06-01
durno1,durno1,5.0,Great way to get around and must be one of the cheapest underground systems,2018-05-01
Dirk S,Dirk S,4.0,Great way to get around Paris,2018-05-01
Richard P,Richard P,4.0,Go anywhere. Fast.,2018-06-01
Joe K,Joe K,5.0,Get the weekly pass! Great transport system.,2018-04-01
LouiseUpstateNewYork,LouiseUpstateNewYork,5.0,"So Clean, Easy, Reliable!",2018-05-01
Nellylondon5,Nellylondon5,4.0,"Easy, fast and pick-pockets",2018-05-01
Solodam J,Solodam J,4.0,Paris Transport,2018-05-01
Laurel M,Laurel M,5.0,Passe Navigo Decouverte,2018-05-01
Demetri Z,Demetri Z,1.0,Pathetic and cheating,2018-05-01
Francisco Duarte,Francisco Duarte,4.0,Easy to use and very complete,2018-05-01
Michelle S,Michelle S,2.0,Disconcerting experience,2018-04-01
Oliver T,Oliver T,5.0,Good metro and convenient transport.,2018-01-01
heather w,heather w,5.0,Quick and cheap,2017-11-01
Sherrie D,Sherrie D,1.0,Keep your subway ticket or you may get a $50 Euro charge!!!!,2018-05-01
cohenmatthew,cohenmatthew,5.0,Awesome way to get around,2018-05-01
Gregory R,Gregory R,3.0,Crazy time in Paris,2018-04-01
Ian C,Ian C,4.0,Efficient but not on a Sunday,2018-05-01
JennifereSmith,JennifereSmith,4.0,Baby in Metro,2018-03-01
finesilver,finesilver,4.0,Efficient and easy to use,2018-04-01
VThallur,VThallur,3.0,Picking Pockets in Paris,2018-05-01
Mah_Murrini,Mah_Murrini,4.0,Quickest route from Gare du Nord to Montparnasse,2018-05-01
MikeChfx,MikeChfx,4.0,Easy Travel to Louvre,2018-04-01
Gabriel G,Gabriel G,5.0,"Fast, reliable, safe",2018-04-01
fsdukejr,fsdukejr,4.0,Travel around the city fast and inexpensively - lots of steps,2018-04-01
Vijay75,Vijay75,4.0,Well connected,2018-04-01
rayrest,rayrest,5.0,Excellent metro,2018-04-01
GaylordRN,GaylordRN,1.0,GRANNYS A PICKPOCKET!!!,2018-04-01
Asep H,Asep H,3.0,Europe halal trip with family,2018-04-01
Chaego,Chaego,5.0,Multiple day tickets,2018-04-01
Patrick b,Patrick b,5.0,cheap and clean but be careful,2018-04-01
Chris R,Chris R,4.0,Best way to travel around Paris,2018-04-01
julietrunner,julietrunner,1.0,Ripped off by arrogant green inspectors,2018-04-01
24badger,24badger,4.0,Good service but beware pickpockets!,2018-04-01
Raceman7,Raceman7,4.0,Get the NAVIGO PASS,2018-04-01
Trilobiet I,Trilobiet I,1.0,Inspectors real bullies,2018-04-01
Rmuzik,Rmuzik,1.0,Ticket Inspectors,2018-04-01
md1mm,md1mm,3.0,Very busy,2018-04-01
blueskies15-10,blueskies15-10,3.0,Paris Metro 4/2018,2018-04-01
Mr. J. L.,Mr. J. L.,4.0,Great form of transportation but you need to be careful,2018-04-01
DazProv,DazProv,4.0,Great for getting around,2018-03-01
Thirskies,Thirskies,3.0,Good but not with luggage,2018-04-01
Larry C,Larry C,4.0,Comprehensive urban transportation system,2018-04-01
JoeLec Viloria,JoeLec Viloria,4.0,Highly efficient train system,2018-04-01
Anik L,Anik L,4.0,Good metro network!,2018-02-01
James R,James R,4.0,Small learning curve but most effective way to get around.,2018-04-01
Aida_Vilnius,Aida_Vilnius,3.0,"Best to use in Paris, but in general dirty (recommendation included)",2018-04-01
Miki,Miki,1.0,Worst metro from all the cities I visited!,2018-03-01
adu87,adu87,5.0,Station that looks like a museum,2018-03-01
Bertram,Bertram,3.0,Best means of transport within Paris but dirty and sometimes confusing,2018-04-01
namte,namte,1.0,Fine at metro paris,2018-04-01
sdeslippe2,sdeslippe2,1.0,Nasty and aggressive inspectors on Metro - make you want to leave France ASAP,2018-03-01
Andrew,Andrew,5.0,Most convenient Subway system I've ever used,2017-04-01
Ccari01,Ccari01,4.0,Convenient transport around the city!,2018-03-01
Jamie S,Jamie S,1.0,Don’t buy passes till you get there!,2018-03-01
wiseguy1282005,wiseguy1282005,2.0,Not really good in some aspects!,2018-03-01
Gordon U,Gordon U,5.0,excellent transportation...not very friendly info booth personel,2018-03-01
Debby B,Debby B,1.0,Don’t drop or lose your ticket,2018-03-01
Jacqueline M,Jacqueline M,3.0,Very rude service staff at CDG ticket office,2018-03-01
bren416,bren416,1.0,"Expensive, smelly, and packed.",2018-03-01
karen2450,karen2450,5.0,Best way to get around Paris,2018-03-01
Truthful Reviews,Truthful Reviews,4.0,Great servuve,2018-03-01
laplandmum,laplandmum,4.0,Cost effective way. You need a passport size photo.,2018-03-01
Bryan H,Bryan H,5.0,Easy to use ...,2018-03-01
falconfling1,falconfling1,5.0,If you'll just take the small amount of time,2018-03-01
Warby,Warby,4.0,"Clean, efficient and easy to navigate",2018-03-01
Carol H,Carol H,4.0,5 Day metro passes,2018-02-01
Kirsty_Moray,Kirsty_Moray,4.0,Easy to navigate and use - not particularly accessible,2018-02-01
tissie63,tissie63,5.0,Day out to sites,2018-02-01
Ken L,Ken L,3.0,Looking really dated,2018-02-01
ΜΑΡΙΑ Σ,ΜΑΡΙΑ Σ,5.0,Very helpful,2018-01-01
Mr. Fabulous,Mr. Fabulous,1.0,Horrible RER A,2018-01-01
patriciatovar28,patriciatovar28,2.0,50EURO FINE FOR NOT HAVING YOUR ORIGINAL TICKET - Please read!!!!,2017-11-01
BrotherYo,BrotherYo,4.0,Easiest way to get around,2017-12-01
vtbose,vtbose,5.0,Fantastic way to get around Paris,2017-12-01
Lisa Dye,Lisa Dye,1.0,Rude staff and no signage.,2018-01-01
Benny,Benny,1.0,"Such a shame,rude staff,unhelpful.",2018-01-01
Diane K,Diane K,5.0,10 ride pass - best deal,2018-01-01
Lucy,Lucy,5.0,Simple & Easy to use,2017-05-01
Arun S,Arun S,5.0,Best way to explore Paris,2017-10-01
wlaura,wlaura,1.0,Clousure of stations without any announcement,2018-01-01
Ed V,Ed V,1.0,Shame on you Paris. Ripping off tourists!!!,2018-01-01
168rosalbac,168rosalbac,5.0,The best way to visit Paris,2018-01-01
Tony H,Tony H,2.0,Needs a lot of Investment,2017-12-01
sarahdxb459,sarahdxb459,5.0,Easy and cheap,2017-12-01
gozdesouza,gozdesouza,1.0,Filthy and unhygienic to the core,2017-12-01
DCHPORTVENDRES,DCHPORTVENDRES,5.0,"Bits, Bob's and Battles.",2017-06-01
sujit131,sujit131,1.0,ticket scam in paris metro,2017-12-01
ishei34,ishei34,4.0,watch out for pickpockets,2017-12-01
Kelli W,Kelli W,5.0,Navigo monthly pass is value,2017-12-01
Michelin M,Michelin M,3.0,Only If You Must,2017-12-01
KylieIsTravelling,KylieIsTravelling,5.0,Best way to get around Paris,2017-12-01
bob2bkk,bob2bkk,4.0,Necessary evil,2017-09-01
Barbara,Barbara,5.0,Tips on Navigating the Metro,2017-12-01
tkatl76,tkatl76,3.0,It will get you from point A to B fine,2017-12-01
michelplion,michelplion,1.0,J'évite par tous les moyens ce transport,2017-01-01
Gregory H,Gregory H,2.0,Horrible,2017-11-01
Nesligül D,Nesligül D,3.0,"Not for handicapped, old or passengers with luggage",2017-12-01
Terry L,Terry L,5.0,Absolutely the best way to get around Paris !,2017-07-01
jordan25_11,jordan25_11,5.0,Excellent,2017-12-01
stephencamburn,stephencamburn,5.0,Paris Metro,2017-01-01
MattFranX,MattFranX,4.0,Easy enough and cheapish,2017-11-01
Aim,Aim,2.0,"Expensive, hazardous, no staff after ticket booths",2017-11-01
BlueDolphin9,BlueDolphin9,4.0,Very old but convenient way to visit Paris,2017-10-01
Freedomatlast99,Freedomatlast99,2.0,Hard to navigate with baggage. Watch your valuables!,2017-10-01
PhillyGirl27,PhillyGirl27,5.0,"Safe, clean and easy",2017-10-01
OC345,OC345,1.0,Beware!,2017-11-01
Sam,Sam,4.0,Metro,2017-11-01
sandra n,sandra n,5.0,"A fabulous, efficient way to go anywhere in Paris!!",2017-06-01
TheAndrewF,TheAndrewF,3.0,Decent Service - Poor Accessibility,2017-11-01
phicox,phicox,4.0,the best way to get around Paris,2017-10-01
MrsSAJennings,MrsSAJennings,4.0,Easy to use,2017-11-01
Phayao13,Phayao13,4.0,Best transport in Paris,2017-10-01
Charl0tte2012,Charl0tte2012,4.0,Great way to get around,2017-10-01
Manya B,Manya B,3.0,"A confusing, old and difficult Metro",2017-10-01
DublinWelcomesAll,DublinWelcomesAll,5.0,Frequent and hassle free,2017-10-01
LolaGo1,LolaGo1,4.0,CHEAP WAY TO GO AROUND PARIS!,2017-09-01
Kev_D199,Kev_D199,2.0,Watch out for gangs of pickpockets on the metro,2017-09-01
Russell W,Russell W,5.0,Easy to use...,2017-10-01
spacemagnet,spacemagnet,4.0,Best way to get around.,2017-10-01
Clivel_98,Clivel_98,4.0,"Pretty well signposted, generally clean",2017-10-01
Canadianstraveling,Canadianstraveling,5.0,Paris is Best on Foot and by Metro,2017-09-01
Michelle L,Michelle L,4.0,Easier with the app,2017-10-01
maria i,maria i,5.0,really friendly usee,2017-10-01
YoYoGabba,YoYoGabba,4.0,Efficient and regular trains,2017-10-01
faithcao,faithcao,3.0,"Gets you everywhere, but needs some upgrades.",2017-07-01
Jay H,Jay H,3.0,It will get you where you need to go,2016-12-01
David W,David W,3.0,Don't throw your ticket away.,2017-10-01
ruth a,ruth a,2.0,Could be a better system,2017-09-01
Axiomwatson,Axiomwatson,4.0,"Efficient, reasonably priced and easy to use",2017-09-01
NoorIhsan,NoorIhsan,1.0,Infested with gangs of pick pockets,2017-09-01
Jayne B,Jayne B,3.0,Cheap to use but dirty,2017-09-01
Jonnie S,Jonnie S,5.0,Very efficient and comprehensive,2017-09-01
Reece W,Reece W,4.0,Fast and easy,2017-09-01
Philip D,Philip D,5.0,Excellent service,2017-09-01
AOmeiri,AOmeiri,4.0,Cheapest way to get around Paris,2017-08-01
2851,2851,4.0,Great Public Transport,2017-09-01
Jen F,Jen F,5.0,Fast and efficient,2017-08-01
Anthony A,Anthony A,4.0,Easiest way to get round Paris,2017-09-01
ShashankA165,ShashankA165,5.0,Perfect it was!!,2017-06-01
André F,André F,3.0,Cheap but dirty,2017-09-01
JnVSydney,JnVSydney,5.0,The only way to travel,2017-09-01
Stefan M,Stefan M,5.0,Best in europe,2016-10-01
Yvonne749,Yvonne749,3.0,Needs updating,2017-06-01
Clara I,Clara I,5.0,"Convenient, economical and efficient mode of transportation in Paris",2017-07-01
Niranjan D,Niranjan D,5.0,Most convenient & economical mode of transport to explore Paris...,2017-06-01
CxAx,CxAx,3.0,Convenient but badly in need of some love.,2017-08-01
Mehllo,Mehllo,5.0,"Paris’ Metro -a bargain & great value, excellent & efficient too!",2017-08-01
Gareth,Gareth,3.0,Not Impressed,2017-08-01
Shane M,Shane M,4.0,Very easy to use,2017-08-01
n2r49rs,n2r49rs,5.0,"Very efficient, cost effective and convenient",2017-08-01
Spruce92,Spruce92,1.0,Pickpockets!,2017-07-01
sayanjeem,sayanjeem,5.0,Best mode of transportation to explore Paris,2017-07-01
ahmet b,ahmet b,5.0,Excellent,2017-08-01
laredo2015,laredo2015,5.0,Good public transport and cheap prices,2017-08-01
KishenHarendra,KishenHarendra,5.0,Everywhere connected,2017-05-01
"Dr. H. C. Matthew Sim, PhD","Dr. H. C. Matthew Sim, PhD",4.0,Efficient Metro - Efficient Police in Metro,2017-06-01
DiscoverGreatness,DiscoverGreatness,4.0,Get the Passe Navigo Découverte -- but beware!!!,2017-08-01
T_na13,T_na13,4.0,"Conveniently confusing...BEST ticket is a ""T+""",2017-04-01
lattejr,lattejr,5.0,USE THE METRO APP! It works!!!,2017-07-01
frugalfamily5,frugalfamily5,5.0,Best in the World!,2017-05-01
Daniel M,Daniel M,4.0,great transportation,2017-07-01
Rentola,Rentola,4.0,Very easy to use,2017-08-01
TwoBigOneGrowing,TwoBigOneGrowing,4.0,The PARIS VISITE CARD now allows more,2017-08-01
Grover R,Grover R,4.0,Best Way to get around Paris; buy day passes,2017-07-01
Rachael S,Rachael S,3.0,Quickest way around the city,2016-09-01
OverseasNurse,OverseasNurse,3.0,FINED 60euros AND REFUNDED AFTER FORMAL COMPLAINT.,2017-07-01
busymomsec,busymomsec,3.0,Needs to be cleaned up,2017-07-01
Alexei R,Alexei R,1.0,Worst experience ever.,2017-07-01
Colomboyeti,Colomboyeti,3.0,Unpleasantly suprised by the French authorities,2017-08-01
Pet37,Pet37,4.0,Great system,2017-08-01
Ruan D,Ruan D,5.0,See the real Paris,2016-09-01
Leah L,Leah L,5.0,Gets you everywhere,2017-07-01
DashoH,DashoH,1.0,Horrible experience with Paris Metro,2017-07-01
cherryredtoenails,cherryredtoenails,1.0,Horrible for mobility issues,2017-07-01
Elaine683,Elaine683,3.0,Can be good or vad,2017-07-01
Rhonda J,Rhonda J,5.0,Quick and Easy,2017-07-01
CJAmore,CJAmore,5.0,Worth a try,2016-09-01
Jacqueline P,Jacqueline P,5.0,NYC needs to revamp,2017-07-01
Krishna K,Krishna K,5.0,Best way to travel around Paris,2017-07-01
Sal and Christine W,Sal and Christine W,4.0,"Easy to use, get the app!",2017-07-01
Jenny C,Jenny C,1.0,Metro is no so good.,2017-07-01
John C,John C,4.0,Easy,2017-07-01
Howard-Liverpool,Howard-Liverpool,5.0,Great Fun,2017-07-01
charlespolspoel,charlespolspoel,5.0,Easy to travel in Paris,2017-07-01
17KAG,17KAG,5.0,Great Value and Convenience,2017-05-01
UrbanDayTripper,UrbanDayTripper,4.0,"Convenient, Quick, Cost-effective",2017-07-01
Nhan Phan,Nhan Phan,3.0,Needs Improvements,2017-07-01
SteamedBun,SteamedBun,4.0,Good way to get around - but not really pleasant.,2017-07-01
David H,David H,3.0,Efficient but not as good as London,2017-07-01
Survivory,Survivory,3.0,Quick and dirty,2017-07-01
MijnlieverdFH,MijnlieverdFH,5.0,Convenient and inexpensive,2016-08-01
Steviefull,Steviefull,4.0,"Convenient, fast if a little tired in places",2017-07-01
Beechman1,Beechman1,4.0,It's a really quick and cheap way of getting around,2017-07-01
Marini,Marini,2.0,Serious investment needed,2017-06-01
Pellon L,Pellon L,4.0,Paris Metro official web site: ratp.fr,2017-07-01
foodjunkie96,foodjunkie96,3.0,Good way to get around the city,2017-07-01
girlonwhyte,girlonwhyte,4.0,Great once you get the hang of it,2017-06-01
Ang427,Ang427,3.0,It is OK,2017-06-01
YoostonTX,YoostonTX,4.0,Navigo Decouverte - love the Metro!,2017-06-01
Debbie D,Debbie D,1.0,Pickpockets on Metro in Paris,2017-06-01
ambelinax,ambelinax,4.0,Fab,2017-06-01
Troy P,Troy P,5.0,Paris metro,2017-06-01
Steve P,Steve P,5.0,Why don't we have this in The USA?,2017-06-01
jmcinuk,jmcinuk,5.0,Easiest way to get around,2017-06-01
kjfaul,kjfaul,2.0,Paris Visite. Tickets,2017-06-01
g n,g n,3.0,Still the best way to get around,2017-06-01
Pintheworld,Pintheworld,1.0,Confusing ticketing system (Mobilis and T+ for travel on metro and RER),2017-06-01
James,James,3.0,Good value but system under pressure,2017-06-01
Mary J,Mary J,5.0,Good value and great service.,2017-06-01
frmsgp,frmsgp,4.0,It was fun,2017-06-01
Sharon M,Sharon M,1.0,"I can't leave no stars, or I would. Tourists are targeted by ticket police 'Not a valid ticket'",2017-06-01
Joe A,Joe A,5.0,Great way to get around Paris,2017-04-01
familytrav1963,familytrav1963,4.0,Great way to get around Paris - BUT KEEP YOUR TICKET,2017-06-01
Cyril_Pichard,Cyril_Pichard,4.0,"""Navigo Découverte"" : Cheap and convenient",2017-06-01
ValK033,ValK033,4.0,Navigo Découverte pass,2017-04-01
Mihir,Mihir,3.0,"Super fast, well connected but inconvenient for a foreigner",2017-06-01
sleepless60745,sleepless60745,1.0,Research carefully all the scams and shakedowns,2017-05-01
Denis E,Denis E,1.0,Beware of metro ticket. Scam,2017-05-01
mmayberry800,mmayberry800,5.0,Best Metro Ever! Navigo Pass Best Deal In Town!,2017-05-01
Jeanne N,Jeanne N,4.0,A few tips,2017-05-01
Stace,Stace,1.0,"Unsafe and uncaring passengers, staff & police",2017-05-01
